date,gpu,engines,family,model,weights,kv_cache,benchmark,metric,value,n,harness,engine_version,source_tag,notes
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",exact set,0.496,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, json mode, 300-token cap",entity F1,0.6876,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, json mode, 300-token cap",exact set,0.507,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, json mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, free mode, 300-token cap",entity F1,0.6766,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, free mode, 300-token cap",exact set,0.496,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-Coder-30B-A3B-Instruct,NVFP4/Qwen3-Coder-30B-A3B-Instruct-FP4,"NVFP4 (community, uncalibrated)",fp8,"CoNLL-2003 extraction, free mode, 300-token cap",unparsed answers,0.006,1000,scripts/extraction.py,vLLM 0.28.0,coder-nvfp4,second run; the first run is in results/agentic/a-coder-nvfp4-run1
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,BFCL v4,overall accuracy,0.3238,4441,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,BFCL v4,non-live AST accuracy,0.8738,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,BFCL v4,live accuracy,0.8083,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,BFCL v4,multi-turn accuracy,0.2538,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,BFCL v4,irrelevance detection,0.795,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,BFCL v4,relevance detection,0.9375,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,tau-bench retail,pass^1,0.5219,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,tau-bench retail,pass^2,0.4035,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,tau-bench airline,pass^1,0.23,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,tau-bench airline,pass^2,0.16,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,SWE-bench Verified (first 100),resolved,0.05,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,SWE-bench Verified (first 100),empty patches,0.56,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,SWE-bench Verified (first 100),patches that did not apply,0.01,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, schema mode, 300-token cap",entity F1,0.6521,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, schema mode, 300-token cap",exact set,0.482,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, schema mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, json mode, 300-token cap",entity F1,0.6524,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, json mode, 300-token cap",exact set,0.48,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, json mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, free mode, 300-token cap",entity F1,0.6518,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, free mode, 300-token cap",exact set,0.479,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B,bf16,auto,"CoNLL-2003 extraction, free mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-bf16,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,BFCL v4,overall accuracy,0.3236,4441,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,BFCL v4,non-live AST accuracy,0.8729,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,BFCL v4,live accuracy,0.815,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,BFCL v4,multi-turn accuracy,0.255,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,BFCL v4,irrelevance detection,0.7833,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,BFCL v4,relevance detection,1.0,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,tau-bench retail,pass^1,0.5088,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,tau-bench retail,pass^2,0.3947,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,tau-bench airline,pass^1,0.25,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,tau-bench airline,pass^2,0.16,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,SWE-bench Verified (first 100),resolved,0.11,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,SWE-bench Verified (first 100),empty patches,0.63,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,SWE-bench Verified (first 100),patches that did not apply,0.0,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",entity F1,0.6517,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",exact set,0.476,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, json mode, 300-token cap",entity F1,0.6537,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, json mode, 300-token cap",exact set,0.476,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, json mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, free mode, 300-token cap",entity F1,0.6505,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, free mode, 300-token cap",exact set,0.477,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-FP8,fp8 (publisher),fp8,"CoNLL-2003 extraction, free mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-fp8,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,BFCL v4,overall accuracy,0.3176,4441,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,BFCL v4,non-live AST accuracy,0.8758,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,BFCL v4,live accuracy,0.8016,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,BFCL v4,multi-turn accuracy,0.2412,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,BFCL v4,irrelevance detection,0.7748,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,BFCL v4,relevance detection,0.9375,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,tau-bench retail,pass^1,0.5307,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,tau-bench retail,pass^2,0.386,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,tau-bench airline,pass^1,0.22,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,tau-bench airline,pass^2,0.14,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,SWE-bench Verified (first 100),resolved,0.09,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,SWE-bench Verified (first 100),empty patches,0.6,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,SWE-bench Verified (first 100),patches that did not apply,0.01,100,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",entity F1,0.6547,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",exact set,0.475,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, json mode, 300-token cap",entity F1,0.6536,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, json mode, 300-token cap",exact set,0.471,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, json mode, 300-token cap",unparsed answers,0.0,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, free mode, 300-token cap",entity F1,0.6532,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, free mode, 300-token cap",exact set,0.472,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,Qwen/Qwen3-32B-AWQ,AWQ Int4 (publisher),fp8,"CoNLL-2003 extraction, free mode, 300-token cap",unparsed answers,0.001,1000,scripts/extraction.py,vLLM 0.28.0,32b-awq,thinking off
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,BFCL v4,overall accuracy,0.3145,4441,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,BFCL v4,non-live AST accuracy,0.87,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,BFCL v4,live accuracy,0.7913,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,BFCL v4,multi-turn accuracy,0.2325,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,BFCL v4,irrelevance detection,0.7867,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,BFCL v4,relevance detection,0.875,,"bfcl-eval (gorilla main, 2026-09-10)",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,tau-bench retail,pass^1,0.5702,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,tau-bench retail,pass^2,0.4123,114,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,tau-bench airline,pass^1,0.21,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,tau-bench airline,pass^2,0.08,50,"tau2-bench 1.0.x, user simulator and judge Claude Sonnet 4.5",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,SWE-bench Verified (first 100),resolved,0.07,98,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,SWE-bench Verified (first 100),empty patches,0.65,98,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,SWE-bench Verified (first 100),patches that did not apply,0.02,98,"mini-swe-agent 2.4.6, step limit 75; swebench 5.0.2",vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",entity F1,0.6468,1000,scripts/extraction.py,vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
2026-09-10,RTX PRO 6000 Blackwell SE 96 GB,4,Qwen3-32B,RedHatAI/Qwen3-32B-NVFP4,"NVFP4 (Red Hat, calibrated)",fp8,"CoNLL-2003 extraction, schema mode, 300-token cap",exact set,0.466,1000,scripts/extraction.py,vLLM 0.28.0,32b-nvfp4,thinking off; 98 SWE instances (two stopped while retrying 504s)
